Id,Title,StaringActorId,ActorAgeGapId,AgeGapDefinition,Genres,NumberOfVotes,Rating,Success
1038,R.I.P.D.,17387,4,30s,"Action,Adventure,Comedy",106220,5.6,0
1039,Lars and the Real Girl,324317,5,20s,"Comedy,Drama,Romance",128646,7.3,1
1040,Angels & Demons,12621,2,50s,"Mystery,Thriller",245978,6.7,0
1041,The Danish Girl,1663698,4,30s,"Biography,Drama,History",138600,7.1,0
1042,The Man from Earth,782116,3,40s,"Drama,Fantasy,Sci-Fi",156327,7.9,1
1043,AVPR: Aliens vs Predator - Requiem,55695,4,30s,"Action,Horror,Sci-Fi",106375,4.7,0
1044,Love & Other Drugs,351402,5,20s,"Comedy,Drama,Romance",163363,6.7,0
1045,Into the Wild,359671,5,20s,"Adventure,Biography,Drama",510683,8.1,1
1046,Body of Lies,12601,4,30s,"Action,Drama,Thriller",195180,7.1,0
1047,I Now Pronounce You Chuck & Larry,11795,3,40s,"Comedy,Romance",131171,6.0,0
1048,Brothers,351402,5,20s,"Drama,War",100577,7.1,0
1049,American Gangster,12706,2,50s,"Biography,Crime,Drama",358510,7.8,1
1050,Eastern Promises,873249,4,30s,"Crime,Drama,Mystery",210142,7.7,1
1051,Man of Steel,158251,5,20s,"Action,Adventure,Fantasy",627987,7.1,0
1052,Heroes,165315,3,40s,"Drama,Fantasy,Sci-Fi",215752,7.6,1
1053,Percy Jackson & the Olympians: The Lightning Thief,495357,6,teenager,"Adventure,Family,Fantasy",161182,5.9,0
1054,Seven Pounds,12689,4,30s,"Drama,Romance",262183,7.6,1
1055,Antichrist,12816,2,50s,"Drama,Horror",102992,6.6,0
1056,Hotel Transylvania,11795,3,40s,"Animation,Comedy,Family",198020,7.1,0
1057,The Darjeeling Limited,17598,4,30s,"Adventure,Comedy,Drama",160827,7.2,0
1058,Step Brothers,13604,3,40s,Comedy,239938,6.9,0
1059,The Town,12718,4,30s,"Crime,Drama,Thriller",315199,7.6,1
1060,The Kids Are All Right,13368,2,50s,"Comedy,Drama,Romance",119209,7.0,0
1061,True Blood,12197,5,20s,"Drama,Fantasy,Mystery",216386,7.9,1
1062,Cloudy with a Chance of Meatballs,272461,4,30s,"Action,Adventure,Animation",179571,7.0,0
1063,The Avengers,12838,3,40s,"Action,Adventure,Sci-Fi",1134656,8.1,1
1064,Gake no ue no Ponyo,11553,4,30s,"Adventure,Animation,Comedy",103345,7.7,1
1065,Death Note: Desu nÃ´to,1628475,5,20s,"Animation,Crime,Drama",169854,9.0,1
1066,The Blind Side,2504289,5,20s,"Biography,Drama,Sport",258812,7.7,1
1067,Robin Hood,12591,3,40s,"Action,Adventure,Drama",234826,6.7,0
1068,She's Out of My League,70506,5,20s,"Comedy,Romance",114240,6.4,0
1069,The Book Thief,4383854,6,teenager,"Drama,War",116214,7.6,1
1070,Interstellar,12653,3,40s,"Adventure,Drama,Sci-Fi",1232095,8.6,1
1071,World War Z,12556,3,40s,"Action,Adventure,Horror",537784,7.0,0
1072,Valentine's Day,12673,3,40s,"Comedy,Romance",104643,5.7,0
1073,Marley & Me,17598,4,30s,"Comedy,Drama,Family",132629,7.1,0
1074,Priest,94480,4,30s,"Action,Fantasy,Horror",106267,5.7,0
1075,Shooter,12705,4,30s,"Action,Crime,Drama",285639,7.2,0
1076,Changeling,12005,4,30s,"Biography,Crime,Drama",219220,7.8,1
1077,The Bucket List,12660,1,+60s,"Adventure,Comedy,Drama",209038,7.4,1
1078,Dracula Untold,1941837,4,30s,"Action,Drama,Fantasy",160835,6.3,0
1079,Superbad,155592,6,teenager,Comedy,471870,7.6,1
1080,Quantum of Solace,187404,4,30s,"Action,Adventure,Thriller",369424,6.6,0
1081,Godzilla,1296363,5,20s,"Action,Adventure,Sci-Fi",338475,6.4,0
1082,"Definitely, Maybe",17387,4,30s,"Comedy,Drama,Romance",142831,7.2,0
1083,Underworld: Rise of the Lycans,571203,4,30s,"Action,Adventure,Fantasy",138987,6.6,0
1084,Revolutionary Road,12601,4,30s,"Drama,Romance",173193,7.3,1
1085,You Don't Mess with the Zohan,11795,3,40s,Comedy,173595,5.5,0
1086,Once,350103,4,30s,"Drama,Music,Romance",103315,7.9,1
1087,Pineapple Express,691617,5,20s,"Action,Comedy,Crime",286096,7.0,0
1088,WALLÂ·E,120490,2,50s,"Adventure,Animation,Family",873394,8.4,1
1089,The Boy in the Striped Pyjamas,2676423,6,teenager,"Drama,War",162790,7.8,1
1090,Doubt,13121,2,50s,"Drama,Mystery",111258,7.5,1
1091,The Legend of Tarzan,20138,4,30s,"Action,Adventure,Drama",144268,6.3,0
1092,Harry Potter and the Deathly Hallows: Part 1,669648,5,20s,"Adventure,Family,Fantasy",405984,7.7,1
1093,Chuck,1329717,5,20s,"Action,Comedy,Drama",118275,8.2,1
1094,Taken,13016,2,50s,"Action,Crime,Thriller",529223,7.8,1
1095,The Last Airbender,3194682,6,teenager,"Action,Adventure,Family",134306,4.1,0
1096,The Sorcerer's Apprentice,12578,3,40s,"Action,Adventure,Family",140609,6.1,0
1097,Silver Linings Playbook,188089,4,30s,"Comedy,Drama,Romance",606064,7.7,1
1098,G.I. Joe: The Rise of Cobra,13061,2,50s,"Action,Adventure,Sci-Fi",188772,5.8,0
1099,Up,13262,1,+60s,"Adventure,Animation,Comedy",813070,8.3,1
1100,The Imaginarium of Doctor Parnassus,12230,1,+60s,"Adventure,Comedy,Fantasy",136620,6.8,0
1101,Life as We Know It,11941,4,30s,"Comedy,Drama,Romance",109924,6.6,0
1102,Transformers: Revenge of the Fallen,456895,5,20s,"Action,Adventure,Sci-Fi",357226,6.0,0
1103,Invictus,12614,1,+60s,"Biography,Drama,History",138210,7.3,1
1104,The Invention of Lying,313041,3,40s,"Comedy,Fantasy,Romance",104477,6.4,0
1105,Eagle Eye,456895,5,20s,"Action,Mystery,Thriller",164316,6.6,0
1106,Cloverfield,1235441,5,20s,"Action,Horror,Sci-Fi",343694,7.0,0
1107,Boyhood,1468137,6,teenager,Drama,309294,7.9,1
1108,The Mist,17085,4,30s,"Horror,Sci-Fi,Thriller",254352,7.2,0
1109,Burn After Reading,12556,3,40s,"Comedy,Crime,Drama",280020,7.0,0
1110,The Hurt Locker,688641,4,30s,"Drama,Thriller,War",382321,7.6,1
1111,BrÃ¼no,65124,4,30s,Comedy,131914,5.8,0
1112,Saw IV,68655,1,+60s,"Horror,Mystery,Thriller",128052,5.9,0
1113,How to Train Your Dragon,70506,5,20s,"Action,Adventure,Animation",585619,8.1,1
1114,Monsters vs. Aliens,13165,4,30s,"Action,Adventure,Animation",131893,6.5,0
1115,Shrek Forever After,12659,3,40s,"Adventure,Animation,Comedy",161225,6.3,0
1116,The Big Bang Theory,285824,4,30s,"Comedy,Romance",620014,8.2,1
1117,The Road,12161,2,50s,"Adventure,Drama",202272,7.3,1
1118,The Hobbit: An Unexpected Journey,296927,3,40s,"Adventure,Family,Fantasy",706063,7.9,1
1119,Breaking Bad,185812,2,50s,"Crime,Drama,Thriller",1135820,9.5,1
1120,Californication,12604,3,40s,"Comedy,Drama",160736,8.3,1
1121,The Thing,897735,5,20s,"Horror,Mystery,Sci-Fi",108928,6.2,0
1122,Sex and the City,13035,3,40s,"Comedy,Drama,Romance",108135,5.6,0
1123,He's Just Not That Into You,322654,4,30s,"Comedy,Drama,Romance",146676,6.4,0
1124,Megamind,13604,3,40s,"Action,Animation,Comedy",201297,7.3,1
1125,Zack and Miri Make a Porno,691617,5,20s,"Comedy,Romance",162608,6.6,0
1126,Slumdog Millionaire,2413216,6,teenager,"Drama,Romance",728298,8.0,1
1127,Knight and Day,12592,3,40s,"Action,Adventure,Comedy",166480,6.3,0
1128,Fast & Furious,16911,3,40s,"Action,Crime,Thriller",235785,6.6,0
1129,Milk,13039,3,40s,"Biography,Drama",152743,7.6,1
1130,Alice in Wonderland,2092308,5,20s,"Adventure,Family,Fantasy",349269,6.5,0
1131,A Serious Man,805086,3,40s,"Comedy,Drama",118093,7.0,0
1132,(500) Days of Summer,223910,5,20s,"Comedy,Drama,Romance",430527,7.7,1
1133,Argo,12718,4,30s,"Biography,Drama,Thriller",522028,7.7,1
1134,Death Proof,13084,2,50s,"Action,Thriller",237469,7.0,0
1135,Hachi: A Dog's Tale,12615,2,50s,"Drama,Family",213773,8.1,1
1136,Water for Elephants,1660523,5,20s,"Drama,Romance",104114,6.9,0
1137,Yes Man,12583,3,40s,"Comedy,Romance",303699,6.8,0
1138,Ghost Rider: Spirit of Vengeance,12578,3,40s,"Action,Fantasy,Thriller",100799,4.3,0
1139,Skyfall,187404,3,40s,"Action,Adventure,Thriller",580330,7.8,1
1140,Planet Terror,12998,4,30s,"Action,Comedy,Horror",184820,7.1,0
1141,Dark Shadows,12599,3,40s,"Comedy,Fantasy,Horror",224150,6.2,0
1142,Night at the Museum: Battle of the Smithsonian,12378,3,40s,"Adventure,Comedy,Family",154625,6.0,0
1143,Ice Age: Dawn of the Dinosaurs,17416,2,50s,"Action,Adventure,Animation",195783,7.0,0
1144,Blended,11795,3,40s,"Comedy,Romance",103153,6.5,0
1145,Lone Survivor,12705,3,40s,"Action,Biography,Drama",240060,7.5,1
1146,Adventureland,257728,5,20s,"Comedy,Drama,Romance",144720,6.8,0
1147,Paul,653264,3,40s,"Adventure,Comedy,Sci-Fi",215557,7.0,0
1148,Twilight,797792,6,teenager,"Drama,Fantasy,Romance",383723,5.2,0
1149,Foxcatcher,148692,2,50s,"Biography,Drama,Sport",123415,7.0,0
1150,The Fighter,12705,4,30s,"Biography,Drama,Sport",309164,7.8,1
1151,Hugo,2676423,6,teenager,"Adventure,Drama,Family",278295,7.5,1
1152,The Day the Earth Stood Still,12669,3,40s,"Drama,Sci-Fi,Thriller",152840,5.5,0
1153,Justice League,12718,3,40s,"Action,Adventure,Fantasy",295899,6.5,0
1154,17 Again,1549370,5,20s,"Comedy,Drama,Fantasy",163092,6.4,0
1155,The Reader,13164,4,30s,"Drama,Romance",213388,7.6,1
1156,Mary and Max,11661,4,30s,"Animation,Comedy,Drama",146534,8.1,1
1157,Sucker Punch,113022,5,20s,"Action,Fantasy",214953,6.1,0
1158,Boardwalk Empire,12577,2,50s,"Crime,Drama,History",155610,8.6,1
1159,The Chronicles of Narnia: The Voyage of the Dawn Treader,1753222,5,20s,"Adventure,Family,Fantasy",124499,6.3,0
1160,The Adventures of Tintin,68375,5,20s,"Action,Adventure,Animation",198109,7.3,1
1161,Machete,12407,1,+60s,"Action,Crime,Thriller",179354,6.6,0
1162,Valkyrie,12592,3,40s,"Drama,History,Thriller",208841,7.1,0
1163,Surrogates,12709,2,50s,"Action,Sci-Fi,Thriller",161393,6.3,0
1164,Taare Zameen Par,2623875,6,teenager,"Drama,Family",132425,8.4,1
1165,Sherlock Holmes,12838,3,40s,"Action,Adventure,Crime",536670,7.6,1
1166,27 Dresses,11941,5,20s,"Comedy,Romance",140975,6.1,0
1167,Dear John,1621441,5,20s,"Drama,Romance,War",124345,6.3,0
1168,The Green Hornet,691617,5,20s,"Action,Comedy,Crime",146580,5.8,0
1169,Hanna,1663711,6,teenager,"Action,Drama,Thriller",174157,6.8,0
1170,The Wolf of Wall Street,12601,4,30s,"Biography,Comedy,Crime",989893,8.2,1
1171,Fast Five,16911,3,40s,"Action,Crime,Thriller",322056,7.3,1
1172,This Means War,13165,4,30s,"Action,Comedy,Romance",164546,6.3,0
1173,The Big Short,12751,3,40s,"Biography,Comedy,Drama",292116,7.8,1
1174,The Woman in Black,669648,5,20s,"Drama,Fantasy,Horror",162086,6.4,0
1175,Contagion,12817,3,40s,"Drama,Thriller",197875,6.6,0
1176,Safe House,12706,2,50s,"Action,Adventure,Crime",187643,6.8,0
1177,The Drop,358028,4,30s,"Crime,Drama",128909,7.1,0
1178,The Grey,13016,2,50s,"Action,Adventure,Drama",224610,6.8,0
1179,American Reunion,16792,4,30s,Comedy,188560,6.7,0
1180,Midnight in Paris,17598,3,40s,"Comedy,Fantasy,Romance",347489,7.7,1
1181,Downton Abbey,109523,3,40s,"Drama,Romance",136933,8.7,1
1182,A Good Day to Die Hard,12709,2,50s,"Action,Thriller",184191,5.3,0
1183,The Vow,1231315,4,30s,"Drama,Romance",169156,6.8,0
1184,Abraham Lincoln: Vampire Hunter,867067,5,20s,"Action,Fantasy,Horror",140571,5.9,0
1185,The Greatest Showman,410842,3,40s,"Biography,Drama,Musical",168735,7.7,1
1186,Red Riding Hood,1279830,5,20s,"Fantasy,Horror,Mystery",100559,5.5,0
1187,Archer,78631,3,40s,"Action,Animation,Comedy",119112,8.7,1
1188,The Change-Up,13329,3,40s,"Comedy,Fantasy",151386,6.3,0
1189,Central Intelligence,416932,3,40s,"Action,Comedy,Crime",128725,6.3,0
1190,The Lego Movie,666394,4,30s,"Action,Adventure,Animation",291863,7.8,1
1191,Underworld Awakening,12758,4,30s,"Action,Fantasy,Horror",135572,6.4,0
1192,Horrible Bosses,13329,3,40s,"Comedy,Crime",391163,6.9,0
1193,Cloud Atlas,12621,2,50s,"Action,Drama,Mystery",320259,7.5,1
1194,Inception,12601,4,30s,"Action,Adventure,Sci-Fi",1769424,8.8,1
1195,Grown Ups,11795,3,40s,Comedy,205101,6.0,0
1196,Looper,327791,4,30s,"Action,Crime,Drama",488153,7.4,1
1197,Madagascar 3: Europe's Most Wanted,12378,3,40s,"Adventure,Animation,Comedy",140339,6.9,0
1198,Date Night,148692,3,40s,"Comedy,Crime,Romance",141628,6.3,0
1199,Easy A,1459628,5,20s,"Comedy,Drama,Romance",320728,7.1,0
1200,Bad Teacher,12602,4,30s,"Comedy,Romance",177420,5.6,0
1201,The Social Network,257728,5,20s,"Biography,Drama",554839,7.7,1
1202,An Education,1782241,5,20s,Drama,121464,7.3,1
1203,From Paris with Love,12700,2,50s,"Action,Crime,Thriller",105590,6.5,0
1204,Paranormal Activity,2298010,5,20s,Horror,204488,6.3,0
1205,10 Cloverfield Lane,12885,1,+60s,"Drama,Horror,Mystery",249761,7.2,0
1206,District 9,1793444,4,30s,"Sci-Fi,Thriller",591745,7.9,1
1207,The Ghost Writer,12654,4,30s,"Drama,Mystery,Thriller",146025,7.2,0
1208,LÃ¥t den rÃ¤tte komma in,2958266,6,teenager,"Drama,Horror,Romance",191720,7.9,1
1209,The Ugly Truth,11941,4,30s,"Comedy,Romance",185291,6.5,0
1210,Orphan,268261,4,30s,"Horror,Mystery,Thriller",170672,7.0,0
1211,Public Enemies,12751,4,30s,"Biography,Crime,Drama",256143,7.0,0
1212,"I Love You, Man",706991,4,30s,"Comedy,Romance",182493,7.0,0
1213,The Karate Kid,12792,2,50s,"Action,Drama,Family",141952,6.2,0
1214,Zombieland,257728,5,20s,"Adventure,Comedy,Horror",444421,7.7,1
1215,The Hobbit: The Desolation of Smaug,17248,1,+60s,"Adventure,Fantasy",552511,7.8,1
1216,Bronson,358028,4,30s,"Action,Biography,Crime",106476,7.1,0
1217,Moon,17413,3,40s,"Drama,Mystery,Sci-Fi",304062,7.9,1
1218,3 Idiots,445837,3,40s,"Comedy,Drama",286180,8.4,1
1219,Pandorum,13061,2,50s,"Action,Horror,Mystery",134717,6.8,0
1220,Tron,12776,1,+60s,"Action,Adventure,Fantasy",290400,6.8,0
1221,The Taking of Pelham 123,12706,2,50s,"Action,Crime,Thriller",168900,6.4,0
1222,Fringe,1558000,5,20s,"Drama,Mystery,Sci-Fi",202310,8.4,1
1223,The Hangover,285961,4,30s,Comedy,653023,7.7,1
1224,Blue Valentine,324317,5,20s,"Drama,Romance",165608,7.4,1
1225,Crank: High Voltage,17494,3,40s,"Action,Crime,Thriller",128275,6.2,0
1226,The Ides of March,309746,3,40s,"Drama,Thriller",204899,7.1,0
1227,Sons of Anarchy,384849,5,20s,"Crime,Drama,Thriller",223718,8.6,1
1228,The Wrestler,13083,2,50s,"Drama,Sport",273678,7.9,1
1229,Drag Me to Hell,493908,5,20s,"Horror,Thriller",174110,6.6,0
1230,Transporter 3,17494,3,40s,"Action,Crime,Thriller",143674,6.1,0
1231,Shutter Island,12601,4,30s,"Mystery,Thriller",966885,8.1,1
1232,Jennifer's Body,1286394,5,20s,"Comedy,Horror",104081,5.2,0
1233,MÃ¤n som hatar kvinnor,623520,3,40s,"Crime,Drama,Mystery",193787,7.8,1
1234,Saw V,644503,3,40s,"Horror,Mystery,Thriller",103918,5.8,0
1235,Green Lantern,17387,4,30s,"Action,Adventure,Sci-Fi",247231,5.5,0
1236,La piel que habito,12567,2,50s,"Drama,Horror,Thriller",119944,7.6,1
1237,The Lincoln Lawyer,12653,3,40s,"Crime,Drama,Thriller",192479,7.3,1
1238,2012,12594,3,40s,"Action,Adventure,Sci-Fi",319849,5.8,0
1239,Rango,12599,3,40s,"Adventure,Animation,Comedy",210035,7.2,0
1240,Up in the Air,12586,3,40s,"Drama,Romance",295854,7.4,1
1241,The Bourne Legacy,688641,3,40s,"Action,Adventure,Thriller",262743,6.7,0
1242,The Mentalist,60374,4,30s,"Crime,Drama,Mystery",148330,8.1,1
1243,Law Abiding Citizen,118025,4,30s,"Crime,Drama,Thriller",245385,7.4,1
1244,Funny People,11795,3,40s,"Comedy,Drama",107694,6.3,0
1245,Harry Potter and the Deathly Hallows: Part 2,669648,5,20s,"Adventure,Drama,Fantasy",667130,8.1,1
1246,Last Vegas,12597,1,+60s,"Comedy,Drama",119274,6.6,0
1247,Gran Torino,12605,1,+60s,Drama,652755,8.1,1
1248,Jack Ryan: Shadow Recruit,1665481,4,30s,"Action,Drama,Thriller",111873,6.2,0
1249,The Tourist,12599,3,40s,"Action,Adventure,Crime",201570,6.0,0
1250,This Is the End,270910,4,30s,"Comedy,Fantasy",352292,6.6,0
1251,RED,12709,2,50s,"Action,Comedy,Crime",266228,7.1,0
1252,Kick-Ass,1296363,6,teenager,"Action,Comedy",486882,7.6,1
1253,300: Rise of an Empire,785932,4,30s,"Action,Fantasy,War",256073,6.2,0
1254,Immortals,158251,5,20s,"Action,Drama,Fantasy",150526,6.0,0
1255,The Cabin in the Woods,1561707,4,30s,"Comedy,Horror",328055,7.0,0
1256,The Twilight Saga: New Moon,797792,6,teenager,"Adventure,Drama,Fantasy",242925,4.7,0
1257,Scream 4,12580,4,30s,"Horror,Mystery",116384,6.2,0
1258,Parks and Recreation,659025,4,30s,Comedy,165293,8.6,1
1259,Hercules,416932,3,40s,"Action,Adventure,Fantasy",134521,6.0,0
1260,Venom,358028,3,40s,"Action,Sci-Fi",144464,7.0,0
1261,X: First Class,527448,4,30s,"Action,Adventure,Sci-Fi",591820,7.7,1
1262,2 Guns,12706,2,50s,"Action,Comedy,Crime",177764,6.7,0
1263,Evil Dead,3738011,5,20s,"Fantasy,Horror,Thriller",143482,6.5,0
1264,Ghostbusters,538637,3,40s,"Action,Comedy,Fantasy",178864,5.3,0
1265,Teenage Mutant Ninja Turtles,1286394,5,20s,"Action,Adventure,Comedy",189295,5.8,0
1266,Warrior,358028,4,30s,"Drama,Sport",393517,8.2,1
1267,The Watch,12378,3,40s,"Action,Comedy,Horror",114032,5.7,0
1268,Pirates of the Caribbean: On Stranger Tides,12599,3,40s,"Action,Adventure,Fantasy",435063,6.6,0
1269,Iron Man 3,12838,3,40s,"Action,Adventure,Sci-Fi",657292,7.2,0
1270,Moneyball,12556,3,40s,"Biography,Drama,Sport",318490,7.6,1
1271,The Lone Ranger,12599,3,40s,"Action,Adventure,Western",204447,6.4,0
1272,Doctor Strange,1393517,4,30s,"Action,Adventure,Fantasy",461692,7.5,1
1273,Escape Plan,12693,1,+60s,"Action,Crime,Mystery",206235,6.7,0
1274,Lawless,358028,4,30s,"Crime,Drama",209749,7.3,1
1275,The World's End,653264,3,40s,"Action,Comedy,Sci-Fi",225242,7.0,0
1276,Cars 2,17598,3,40s,"Adventure,Animation,Comedy",130638,6.2,0
1277,Brave,506139,4,30s,"Adventure,Animation,Comedy",325116,7.1,0
1278,Battle Los Angeles,11777,3,40s,"Action,Sci-Fi",165068,5.8,0
1279,Castle,266616,4,30s,"Comedy,Crime,Drama",130440,8.2,1
1280,Limitless,188089,4,30s,"Mystery,Sci-Fi,Thriller",479030,7.4,1
1281,Ghost in the Shell,420558,4,30s,"Action,Drama,Sci-Fi",164916,6.4,0
1282,Resident Evil: Afterlife,12633,4,30s,"Action,Adventure,Horror",150038,5.9,0
1283,Yip Man,889426,3,40s,"Action,Biography,Drama",192616,8.0,1
1284,Get Him to the Greek,1832376,5,20s,"Adventure,Comedy,Music",159178,6.4,0
1285,Iron Man 2,12838,3,40s,"Action,Sci-Fi",621985,7.0,0
1286,Let Me In,2310390,6,teenager,"Drama,Fantasy,Horror",104795,7.1,0
1287,Mission: Impossible - Ghost Protocol,12592,3,40s,"Action,Adventure,Thriller",416408,7.4,1
1288,Anchorman 2: The Legend Continues,13604,3,40s,Comedy,151538,6.3,0
1289,Due Date,12838,3,40s,"Adventure,Comedy,Drama",298242,6.6,0
1290,Hot Tub Time Machine,12594,3,40s,"Comedy,Sci-Fi",151368,6.4,0
1291,21 Jump Street,1832376,5,20s,"Action,Comedy,Crime",465979,7.2,0
1292,The Men Who Stare at Goats,12654,4,30s,"Comedy,War",119567,6.2,0
1293,RoboCop,1356604,4,30s,"Action,Crime,Sci-Fi",201889,6.2,0
1294,Lie to Me,13082,3,40s,"Crime,Drama,Mystery",100936,8.0,1
1295,We Need to Talk About Kevin,800198,2,50s,"Drama,Mystery,Thriller",119212,7.5,1
1296,Kung Fu Panda 2,99526,3,40s,"Action,Adventure,Animation",219060,7.2,0
1297,The Adjustment Bureau,12817,3,40s,"Romance,Sci-Fi,Thriller",222876,7.1,0
1298,The Other Guys,13604,3,40s,"Action,Comedy,Crime",215610,6.7,0
1299,Suicide Squad,12689,3,40s,"Action,Adventure,Fantasy",503971,6.1,0
1300,Total Recall,268626,4,30s,"Action,Adventure,Mystery",224202,6.3,0
1301,We Bought a Zoo,12817,3,40s,"Comedy,Drama,Family",124243,7.1,0
1302,In the Heart of the Sea,1350305,4,30s,"Action,Adventure,Biography",104873,6.9,0
1303,The Hunger Games,2163950,5,20s,"Adventure,Sci-Fi,Thriller",779541,7.2,0
1304,Mad Max: Fury Road,358028,4,30s,"Action,Adventure,Sci-Fi",746995,8.1,1
1305,Prisoners,410842,3,40s,"Crime,Drama,Mystery",504798,8.1,1
1306,47 Ronin,12669,3,40s,"Action,Adventure,Drama",132314,6.3,0
1307,Terminator Genisys,12679,1,+60s,"Action,Adventure,Sci-Fi",227293,6.4,0
1308,Tinker Tailor Soldier Spy,12661,2,50s,"Drama,Mystery,Thriller",171136,7.1,0
1309,The Great Gatsby,12601,4,30s,"Drama,Romance",420268,7.3,1
1310,Dredd,851823,4,30s,"Action,Crime,Sci-Fi",229937,7.1,0
1311,The Dark Knight Rises,12751,4,30s,"Action,Thriller",1343725,8.4,1
1312,Jack the Giant Slayer,375205,5,20s,"Adventure,Fantasy",120068,6.3,0
1313,If I Stay,1761935,6,teenager,"Drama,Fantasy,Music",103938,6.8,0
1314,Passengers,2163950,5,20s,"Drama,Romance,Sci-Fi",291228,7.0,0
1315,Black Mass,12599,2,50s,"Biography,Crime,Drama",151863,6.9,0
1316,White Collar,88291,4,30s,"Comedy,Crime,Drama",107490,8.3,1
1317,Tomb Raider,2592937,5,20s,"Action,Adventure,Fantasy",139619,6.4,0
1318,It,774223,5,20s,"Horror,Thriller",321747,7.4,1
1319,Taken 2,13016,2,50s,"Action,Crime,Thriller",267110,6.3,0
1320,Straight Outta Compton,6114219,5,20s,"Biography,Drama,History",160541,7.9,1
1321,Transformers: Dark of the Moon,456895,5,20s,"Action,Adventure,Sci-Fi",358834,6.3,0
1322,Winter's Bone,2163950,6,teenager,"Drama,Mystery",124731,7.2,0
1323,Unknown,13016,2,50s,"Action,Mystery,Thriller",230816,6.9,0
1324,True Grit,12776,1,+60s,"Adventure,Drama,Western",275357,7.6,1
1325,Remember Me,1660523,5,20s,"Drama,Romance",126885,7.1,0
1326,Fantastic Four,2008256,5,20s,"Action,Adventure,Sci-Fi",136291,4.3,0
1327,The King's Speech,12610,3,40s,"Biography,Drama,History",577406,8.0,1
1328,El secreto de sus ojos,203562,2,50s,"Drama,Mystery,Romance",166799,8.2,1
1329,50/50,327791,5,20s,"Comedy,Drama,Romance",295904,7.7,1
1330,Seeking a Friend for the End of the World,148692,3,40s,"Adventure,Comedy,Drama",100305,6.7,0
1331,Devil,569387,4,30s,"Horror,Mystery,Thriller",119515,6.2,0
1332,Rise of the Planet of the Apes,270910,4,30s,"Action,Drama,Sci-Fi",463428,7.6,1
1333,The Expendables,12693,1,+60s,"Action,Adventure,Thriller",301495,6.5,0
1334,Gangster Squad,13039,2,50s,"Action,Crime,Drama",192065,6.7,0
1335,Despicable Me,148692,3,40s,"Animation,Comedy,Family",449512,7.7,1
1336,The Twilight Saga: Breaking Dawn - Part 1,797792,5,20s,"Adventure,Drama,Fantasy",202983,4.9,0
1337,The Twilight Saga: Eclipse,797792,6,teenager,"Adventure,Drama,Fantasy",206004,5.0,0
1338,The Butler,12449,2,50s,"Biography,Drama",100331,7.2,0
1339,Glee,562297,5,20s,"Comedy,Drama,Music",123795,6.7,0
1340,Never Let Me Go,456074,5,20s,"Drama,Romance,Sci-Fi",127551,7.2,0
1341,Sherlock Holmes: A Game of Shadows,12838,3,40s,"Action,Adventure,Crime",384521,7.5,1
1342,The Host,1663711,6,teenager,"Action,Adventure,Drama",103551,5.9,0
1343,A Star Is Born,2989487,4,30s,"Drama,Music,Romance",107460,8.2,1
1344,Rise of the Guardians,410842,3,40s,"Adventure,Animation,Family",141199,7.3,1
1345,Prometheus,611973,4,30s,"Adventure,Mystery,Sci-Fi",527912,7.0,0
1346,Killer Elite,17494,3,40s,"Action,Crime,Thriller",115630,6.5,0
1347,Monsters University,12808,1,+60s,"Adventure,Animation,Comedy",281269,7.3,1
1348,The Help,1459628,5,20s,Drama,381182,8.1,1
1349,Gravity,12576,3,40s,"Drama,Sci-Fi,Thriller",684102,7.7,1
1350,The Conjuring,885211,4,30s,"Horror,Mystery,Thriller",378720,7.5,1
1351,The Next Three Days,12591,3,40s,"Action,Crime,Drama",163543,7.4,1
1352,Buried,17387,4,30s,"Drama,Mystery,Thriller",135933,7.0,0
1353,I Am Number Four,1773931,5,20s,"Action,Adventure,Sci-Fi",213903,6.1,0
1354,Tucker and Dale vs Evil,456946,4,30s,"Comedy,Horror",150062,7.6,1
1355,Baywatch,416932,3,40s,"Action,Comedy,Crime",122997,5.6,0
1356,Sherlock,1393517,4,30s,"Crime,Drama,Mystery",670809,9.2,1
1357,Bridesmaids,1504893,4,30s,"Comedy,Romance",244376,6.8,0
1358,Oblivion,12592,2,50s,"Action,Adventure,Mystery",441735,7.0,0
1359,The Walking Dead,482215,4,30s,"Drama,Horror,Sci-Fi",761354,8.4,1
1360,Savages,1296363,5,20s,"Crime,Drama,Thriller",113420,6.5,0
1361,Margin Call,675142,4,30s,"Drama,Thriller",104821,7.1,0
1362,J. Edgar,12601,4,30s,"Biography,Crime,Drama",113944,6.6,0
1363,Jupiter Ascending,1621441,4,30s,"Action,Adventure,Sci-Fi",162521,5.3,0
1364,Oz the Great and Powerful,270910,4,30s,"Adventure,Family,Fantasy",189571,6.3,0
1365,Independence Day: Resurgence,2956668,5,20s,"Action,Adventure,Sci-Fi",150150,5.2,0
1366,Edge of Tomorrow,12592,2,50s,"Action,Sci-Fi",527683,7.9,1
1367,Suits,497677,4,30s,"Comedy,Drama",313937,8.6,1
1368,Friends with Benefits,17146,5,20s,"Comedy,Romance",309297,6.6,0
1369,The Vampire Diaries,2465235,6,teenager,"Drama,Fantasy,Horror",255784,7.7,1
1370,Star Trek: Into Darkness,1665481,4,30s,"Action,Adventure,Sci-Fi",439236,7.7,1
1371,Men in Black 3,12689,3,40s,"Action,Adventure,Comedy",299312,6.8,0
